CIR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
51012,16.27,12.55,10.34,11.57,12.38,11.38,11.27,14.74,18.06,13.76,11.04,9.78,6.81,10.71,7.72,11.70
51013,16.59,14.09,16.25,10.05,12.72,9.69,12.04,8.90,9.58,12.13,9.49,6.77,8.50,8.79,7.64,8.69
51014,12.37,9.54,14.70,10.09,10.59,8.73,6.90,12.61,7.18,8.15,8.29,8.86,8.39,8.31,9.45,5.67
51015,19.65,13.57,10.92,4.80,14.31,10.94,10.12,8.67,8.19,4.39,10.03,12.51,11.31,11.09,10.75,8.66
51016,12.80,14.10,14.48,12.32,11.67,10.16,14.34,9.32,10.42,15.61,15.33,12.71,7.69,9.72,5.66,9.73
52001,10.27,11.25,10.56,11.72,11.18,10.31,10.18,9.82,9.09,9.25,9.76,9.84,9.39,9.33,8.82,8.08
52002,10.25,12.56,14.02,11.50,10.20,11.27,11.56,10.81,9.99,8.18,9.35,10.08,11.72,10.88,9.12,9.86
52003,10.88,9.17,11.61,11.20,11.81,9.17,10.15,10.91,7.63,9.81,11.05,10.19,11.23,11.84,11.34,8.37
52004,9.68,10.73,10.76,11.15,8.25,8.18,8.67,7.70,7.29,8.32,8.21,9.35,8.91,7.31,10.44,7.76
52005,12.97,7.76,9.10,11.52,15.43,10.92,10.85,9.75,11.74,9.06,7.20,11.17,11.31,11.02,10.16,10.19
52006,2.36,13.99,5.70,12.11,8.67,8.42,4.60,8.79,18.18,12.11,5.30,2.87,8.37,13.23,8.40,3.97
52007,11.74,9.30,11.92,9.96,8.49,7.88,6.12,5.76,12.15,10.81,7.58,8.96,11.25,15.41,8.22,13.95
52008,9.12,9.24,9.98,13.61,12.37,9.01,6.41,5.72,11.40,10.88,5.56,10.50,12.90,7.20,9.25,10.67
52009,12.34,4.77,9.93,14.72,15.53,15.80,9.89,13.96,11.09,10.20,8.26,11.64,5.12,7.00,10.04,13.71
52010,9.66,9.35,9.98,12.40,10.09,7.93,8.57,9.29,10.90,6.67,11.79,10.41,14.73,7.19,5.31,11.29
52011,15.01,12.00,12.11,11.65,11.56,12.92,7.56,9.42,8.37,8.02,9.33,8.99,11.12,8.79,8.64,8.13
52012,13.78,10.68,13.26,12.03,8.67,11.90,8.87,9.03,10.14,7.53,7.30,12.31,9.62,9.49,8.40,5.12
52013,6.33,6.44,7.29,9.00,11.13,6.65,9.87,7.52,11.27,7.46,10.11,9.18,11.51,10.14,8.42,10.45
52014,9.56,14.36,16.97,11.76,16.63,15.35,11.88,10.47,11.06,12.94,6.31,8.09,13.03,9.91,10.42,12.39
52015,12.59,13.34,11.64,10.48,11.35,10.40,11.92,11.67,12.02,11.08,8.50,12.35,10.24,9.71,9.57,10.37
52016,6.03,10.69,10.24,9.35,14.01,12.69,8.65,10.24,8.39,10.94,11.26,12.20,11.12,11.10,7.87,11.23
52017,10.11,12.30,10.91,11.85,10.90,9.00,17.78,10.45,8.59,10.03,11.94,10.57,13.52,11.28,7.89,9.70
52018,7.24,10.77,11.67,12.31,17.87,12.09,8.75,8.58,9.79,6.10,8.20,10.34,9.63,12.01,9.03,9.11
53001,9.96,10.88,9.69,9.57,9.15,8.99,8.86,7.89,7.90,8.67,9.22,8.19,8.51,9.27,8.47,8.15
