CIR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
51011,0.8,0.9,0.94,0.96,0.95,0.95,0.94,0.93,0.93,0.96,0.96,0.96,0.97,0.96,0.97,0.98
51012,0.87,0.89,0.89,0.92,0.94,0.94,0.95,0.95,0.91,0.92,0.94,0.96,0.97,0.95,0.97,0.97
51013,0.88,0.92,0.93,0.94,0.95,0.95,0.94,0.95,0.95,0.94,0.94,0.96,0.95,0.94,0.96,0.96
51014,0.88,0.9,0.92,0.94,0.92,0.96,0.97,0.97,0.98,0.98,0.96,0.99,0.99,0.98,0.98,0.98
51015,0.95,0.94,0.94,0.97,0.95,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99
51016,0.9,0.93,0.91,0.97,0.97,0.98,0.94,0.97,0.99,0.99,0.99,0.99,1.0,1.0,0.99,0.99
52001,0.87,0.88,0.9,0.92,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.96
52002,0.8,0.87,0.89,0.9,0.92,0.94,0.95,0.96,0.96,0.96,0.95,0.96,0.95,0.95,0.94,0.97
52003,0.83,0.88,0.93,0.95,0.94,0.94,0.95,0.96,0.96,0.97,0.98,0.73,0.98,0.97,0.96,0.94
52004,0.74,0.81,0.83,0.88,0.89,0.89,0.92,0.94,0.94,0.95,0.93,0.92,0.94,0.95,0.96,0.95
52005,0.88,0.9,0.92,0.94,0.94,0.93,0.94,0.84,0.96,0.97,0.97,0.97,0.97,0.94,0.95,0.96
52006,0.8,0.82,0.85,0.87,0.91,0.91,0.91,0.92,0.92,0.94,0.89,0.93,0.93,0.95,0.91,0.92
52007,0.86,0.84,0.85,0.92,0.92,0.92,0.94,0.96,0.95,0.95,0.95,0.94,0.96,0.96,0.94,0.97
52008,0.85,0.84,0.87,0.9,0.91,0.92,0.94,0.94,0.95,0.96,0.96,0.95,0.95,0.95,0.96,0.97
52009,0.81,0.88,0.92,0.94,0.95,0.97,0.97,0.97,0.98,0.97,0.98,0.98,0.98,0.96,0.94,0.96
52010,0.86,0.9,0.92,0.94,0.94,0.95,0.95,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.98,0.98
52011,0.78,0.83,0.86,0.9,0.91,0.93,0.94,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.95,0.95
52012,0.84,0.86,0.89,0.94,0.95,0.95,0.97,0.97,0.98,0.96,0.96,0.96,0.95,0.96,0.96,0.97
52013,0.89,0.91,0.93,0.95,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.96,0.97,0.97,0.96
52014,0.92,0.91,0.92,0.93,0.94,0.96,0.94,0.97,0.97,0.99,0.97,0.98,0.98,0.98,0.97,0.99
52015,0.86,0.87,0.92,0.93,0.95,0.94,0.96,0.96,0.95,0.96,0.96,0.95,0.96,0.95,0.95,0.94
52016,0.77,0.81,0.79,0.79,0.8,0.82,0.84,0.8,0.8,0.82,0.83,0.85,0.88,0.9,0.92,0.97
52017,0.85,0.89,0.92,0.94,0.93,0.95,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97
52018,0.73,0.83,0.86,0.87,0.88,0.87,0.91,0.93,0.94,0.96,0.95,0.95,0.96,0.96,0.97,0.98
53001,0.87,0.85,0.89,0.89,0.7,0.62,0.71,0.59,0.59,0.6,0.64,0.69,0.78,0.82,0.82,0.81
Total,0.78,0.82,0.81,0.87,0.87,0.88,0.91,0.92,0.93,0.93,0.93,0.93,0.93,0.85,0.92,0.93
