CIR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
51002,0.6,0.63,0.65,0.7,0.75,0.75,0.76,0.78,0.8,0.79,0.82,0.82,0.84,0.83,0.85,0.83
51003,0.65,0.73,0.66,0.69,0.73,0.73,0.72,0.77,0.74,0.77,0.79,0.72,0.82,0.85,0.84,0.74
51004,0.72,0.68,0.74,0.81,0.78,0.82,0.85,0.88,0.88,0.89,0.91,0.9,0.91,0.88,0.9,0.92
51005,0.71,0.69,0.76,0.8,0.82,0.8,0.8,0.83,0.82,0.82,0.83,0.88,0.86,0.88,0.87,0.86
51006,0.75,0.83,0.82,0.84,0.86,0.86,0.91,0.93,0.92,0.92,0.93,0.94,0.95,0.92,0.93,0.89
51007,0.62,0.71,0.75,0.79,0.81,0.83,0.86,0.86,0.89,0.9,0.9,0.91,0.92,0.93,0.93,0.9
51008,0.65,0.67,0.67,0.73,0.76,0.78,0.81,0.84,0.83,0.84,0.88,0.86,0.88,0.85,0.91,0.92
51009,0.68,0.67,0.73,0.74,0.79,0.81,0.81,0.72,0.83,0.87,0.85,0.85,0.87,0.89,0.88,0.83
51010,0.73,0.76,0.79,0.82,0.84,0.89,0.91,0.93,0.94,0.97,0.97,0.96,0.97,0.97,0.95,0.94
51011,0.63,0.77,0.79,0.85,0.82,0.81,0.84,0.8,0.79,0.85,0.85,0.88,0.89,0.91,0.93,0.93
51012,0.6,0.74,0.7,0.7,0.76,0.79,0.75,0.74,0.7,0.74,0.79,0.83,0.88,0.87,0.89,0.83
51013,0.68,0.73,0.76,0.81,0.83,0.83,0.84,0.86,0.87,0.86,0.86,0.89,0.88,0.88,0.91,0.91
51014,0.7,0.75,0.8,0.84,0.82,0.87,0.89,0.91,0.91,0.91,0.9,0.93,0.94,0.92,0.91,0.91
51015,0.62,0.69,0.71,0.77,0.75,0.81,0.82,0.83,0.84,0.88,0.88,0.88,0.9,0.91,0.91,0.94
51016,0.68,0.69,0.74,0.82,0.8,0.82,0.84,0.85,0.91,0.94,0.9,0.91,0.95,0.94,0.92,0.96
52001,0.74,0.78,0.8,0.82,0.86,0.87,0.87,0.89,0.9,0.9,0.89,0.9,0.9,0.9,0.9,0.9
52002,0.62,0.73,0.77,0.77,0.8,0.82,0.85,0.87,0.89,0.89,0.9,0.91,0.9,0.91,0.9,0.93
52003,0.52,0.61,0.71,0.77,0.76,0.78,0.8,0.77,0.58,0.69,0.71,0.55,0.75,0.76,0.75,0.72
52004,0.46,0.53,0.56,0.61,0.61,0.65,0.68,0.71,0.73,0.73,0.69,0.65,0.66,0.7,0.68,0.71
52005,0.69,0.75,0.76,0.8,0.83,0.82,0.83,0.76,0.89,0.9,0.91,0.91,0.91,0.87,0.87,0.9
52006,0.57,0.6,0.66,0.69,0.75,0.72,0.74,0.76,0.78,0.82,0.78,0.82,0.82,0.87,0.79,0.83
52007,0.5,0.54,0.59,0.66,0.7,0.72,0.74,0.81,0.8,0.79,0.8,0.82,0.82,0.82,0.82,0.86
52008,0.72,0.7,0.76,0.76,0.78,0.8,0.83,0.82,0.84,0.82,0.87,0.86,0.88,0.89,0.89,0.87
52009,0.73,0.76,0.8,0.73,0.75,0.85,0.85,0.88,0.91,0.91,0.93,0.92,0.94,0.91,0.87,0.9
52010,0.77,0.83,0.83,0.85,0.83,0.85,0.85,0.87,0.91,0.92,0.89,0.92,0.93,0.94,0.95,0.94
52011,0.58,0.64,0.69,0.75,0.75,0.78,0.8,0.8,0.8,0.81,0.82,0.83,0.83,0.85,0.82,0.79
52012,0.71,0.73,0.78,0.85,0.85,0.85,0.88,0.9,0.91,0.93,0.93,0.93,0.92,0.93,0.93,0.95
52013,0.76,0.77,0.8,0.82,0.82,0.79,0.79,0.81,0.82,0.83,0.85,0.83,0.83,0.86,0.87,0.82
52014,0.61,0.62,0.71,0.74,0.79,0.82,0.84,0.88,0.91,0.91,0.9,0.92,0.91,0.92,0.92,0.93
52015,0.61,0.75,0.83,0.86,0.87,0.87,0.91,0.9,0.89,0.91,0.9,0.86,0.89,0.87,0.88,0.87
52016,0.66,0.72,0.71,0.72,0.7,0.7,0.76,0.76,0.75,0.77,0.79,0.81,0.84,0.84,0.87,0.88
52017,0.76,0.77,0.78,0.81,0.8,0.83,0.87,0.87,0.89,0.9,0.91,0.91,0.92,0.92,0.93,0.92
52018,0.54,0.68,0.7,0.74,0.79,0.79,0.81,0.84,0.86,0.89,0.9,0.9,0.91,0.92,0.94,0.95
53001,0.55,0.59,0.65,0.66,0.5,0.5,0.62,0.51,0.53,0.54,0.58,0.62,0.7,0.75,0.75,0.75
